,Date,Close,High,Low,Open,Volume
0,1927-12-30,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0
1,1928-01-03,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0
2,1928-01-04,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0
3,1928-01-05,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0
4,1928-01-06,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0
5,1928-01-09,17.5,17.5,17.5,17.5,0
6,1928-01-10,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0
7,1928-01-11,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0
8,1928-01-12,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0
9,1928-01-13,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0
10,1928-01-16,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0
11,1928-01-17,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0
12,1928-01-18,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0
13,1928-01-19,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0
14,1928-01-20,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0
15,1928-01-23,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0
16,1928-01-24,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0
17,1928-01-25,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0
18,1928-01-26,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0
19,1928-01-27,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0
20,1928-01-30,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0
21,1928-01-31,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0
22,1928-02-01,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0
23,1928-02-02,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0
24,1928-02-03,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0
25,1928-02-06,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0
26,1928-02-07,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0
27,1928-02-08,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0
28,1928-02-09,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0
29,1928-02-10,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0
30,1928-02-14,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0
31,1928-02-15,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0
32,1928-02-16,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0
33,1928-02-17,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0
34,1928-02-20,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0
35,1928-02-21,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0
36,1928-02-23,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0
37,1928-02-24,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0
38,1928-02-27,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0
39,1928-02-28,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0
40,1928-02-29,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0
41,1928-03-01,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0
42,1928-03-02,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0
43,1928-03-05,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0
44,1928-03-06,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0
45,1928-03-07,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0
46,1928-03-08,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0
47,1928-03-09,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0
48,1928-03-12,18.0,18.0,18.0,18.0,0
49,1928-03-13,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0
50,1928-03-14,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0
51,1928-03-15,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0
52,1928-03-16,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,0
53,1928-03-19,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0
54,1928-03-20,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0
55,1928-03-21,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0
56,1928-03-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0
57,1928-03-23,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0
58,1928-03-26,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0
59,1928-03-27,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,0
60,1928-03-28,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0
61,1928-03-29,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0
62,1928-03-30,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0
63,1928-04-02,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,0
64,1928-04-03,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0
65,1928-04-04,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0
66,1928-04-05,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,0
67,1928-04-09,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0
68,1928-04-10,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0
69,1928-04-11,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,0
70,1928-04-12,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,0
71,1928-04-13,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,0
72,1928-04-16,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0
73,1928-04-17,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0
74,1928-04-18,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0
75,1928-04-19,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0
76,1928-04-20,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,0
77,1928-04-23,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,0
78,1928-04-24,19.25,19.25,19.25,19.25,0
79,1928-04-25,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0
80,1928-04-26,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0
81,1928-04-27,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0
82,1928-04-30,19.75,19.75,19.75,19.75,0
83,1928-05-01,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,0
84,1928-05-02,19.829999923706055,19.829999923706055,19.829999923706055,19.829999923706055,0
85,1928-05-03,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,0
86,1928-05-04,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,0
87,1928-05-07,20.40999984741211,20.40999984741211,20.40999984741211,20.40999984741211,0
88,1928-05-08,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,0
89,1928-05-09,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,0
90,1928-05-10,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,0
91,1928-05-11,20.360000610351562,20.360000610351562,20.360000610351562,20.360000610351562,0
92,1928-05-14,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,0
93,1928-05-15,20.389999389648438,20.389999389648438,20.389999389648438,20.389999389648438,0
94,1928-05-16,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,0
95,1928-05-17,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,0
96,1928-05-18,19.920000076293945,19.920000076293945,19.920000076293945,19.920000076293945,0
97,1928-05-21,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0
98,1928-05-22,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,0
99,1928-05-23,19.75,19.75,19.75,19.75,0
100,1928-05-24,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,0
101,1928-05-25,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,0
102,1928-05-28,19.56999969482422,19.56999969482422,19.56999969482422,19.56999969482422,0
103,1928-05-29,19.81999969482422,19.81999969482422,19.81999969482422,19.81999969482422,0
104,1928-05-31,20.0,20.0,20.0,20.0,0
105,1928-06-01,20.06999969482422,20.06999969482422,20.06999969482422,20.06999969482422,0
106,1928-06-04,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,0
107,1928-06-05,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,0
108,1928-06-06,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,0
109,1928-06-07,19.610000610351562,19.610000610351562,19.610000610351562,19.610000610351562,0
110,1928-06-08,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,0
111,1928-06-11,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,0
112,1928-06-12,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,0
113,1928-06-13,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0
114,1928-06-14,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0
115,1928-06-15,18.739999771118164,18.739999771118164,18.739999771118164,18.739999771118164,0
116,1928-06-18,18.399999618530273,18.399999618530273,18.399999618530273,18.399999618530273,0
117,1928-06-19,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,0
118,1928-06-20,18.56999969482422,18.56999969482422,18.56999969482422,18.56999969482422,0
119,1928-06-21,18.559999465942383,18.559999465942383,18.559999465942383,18.559999465942383,0
120,1928-06-22,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,0
121,1928-06-25,18.469999313354492,18.469999313354492,18.469999313354492,18.469999313354492,0
122,1928-06-26,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,0
123,1928-06-27,18.860000610351562,18.860000610351562,18.860000610351562,18.860000610351562,0
124,1928-06-28,19.06999969482422,19.06999969482422,19.06999969482422,19.06999969482422,0
125,1928-06-29,19.139999389648438,19.139999389648438,19.139999389648438,19.139999389648438,0
126,1928-07-02,18.979999542236328,18.979999542236328,18.979999542236328,18.979999542236328,0
127,1928-07-03,19.290000915527344,19.290000915527344,19.290000915527344,19.290000915527344,0
128,1928-07-05,19.479999542236328,19.479999542236328,19.479999542236328,19.479999542236328,0
129,1928-07-06,19.389999389648438,19.389999389648438,19.389999389648438,19.389999389648438,0
130,1928-07-09,19.459999084472656,19.459999084472656,19.459999084472656,19.459999084472656,0
131,1928-07-10,19.43000030517578,19.43000030517578,19.43000030517578,19.43000030517578,0
132,1928-07-11,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0
133,1928-07-12,18.809999465942383,18.809999465942383,18.809999465942383,18.809999465942383,0
134,1928-07-13,18.959999084472656,18.959999084472656,18.959999084472656,18.959999084472656,0
135,1928-07-16,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,0
136,1928-07-17,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,0
137,1928-07-18,19.030000686645508,19.030000686645508,19.030000686645508,19.030000686645508,0
138,1928-07-19,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0
139,1928-07-20,19.030000686645508,19.030000686645508,19.030000686645508,19.030000686645508,0
140,1928-07-23,19.1200008392334,19.1200008392334,19.1200008392334,19.1200008392334,0
141,1928-07-24,19.09000015258789,19.09000015258789,19.09000015258789,19.09000015258789,0
142,1928-07-25,19.200000762939453,19.200000762939453,19.200000762939453,19.200000762939453,0
143,1928-07-26,19.239999771118164,19.239999771118164,19.239999771118164,19.239999771118164,0
144,1928-07-27,19.420000076293945,19.420000076293945,19.420000076293945,19.420000076293945,0
145,1928-07-30,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0
146,1928-07-31,19.43000030517578,19.43000030517578,19.43000030517578,19.43000030517578,0
147,1928-08-01,19.420000076293945,19.420000076293945,19.420000076293945,19.420000076293945,0
148,1928-08-02,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0
149,1928-08-03,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,0
150,1928-08-06,19.579999923706055,19.579999923706055,19.579999923706055,19.579999923706055,0
151,1928-08-07,19.489999771118164,19.489999771118164,19.489999771118164,19.489999771118164,0
152,1928-08-08,19.25,19.25,19.25,19.25,0
153,1928-08-09,19.299999237060547,19.299999237060547,19.299999237060547,19.299999237060547,0
154,1928-08-10,19.25,19.25,19.25,19.25,0
155,1928-08-13,19.290000915527344,19.290000915527344,19.290000915527344,19.290000915527344,0
156,1928-08-14,19.1299991607666,19.1299991607666,19.1299991607666,19.1299991607666,0
157,1928-08-15,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0
158,1928-08-16,19.610000610351562,19.610000610351562,19.610000610351562,19.610000610351562,0
159,1928-08-17,19.639999389648438,19.639999389648438,19.639999389648438,19.639999389648438,0
160,1928-08-20,19.770000457763672,19.770000457763672,19.770000457763672,19.770000457763672,0
161,1928-08-21,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,0
162,1928-08-22,20.0,20.0,20.0,20.0,0
163,1928-08-23,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,0
164,1928-08-24,20.34000015258789,20.34000015258789,20.34000015258789,20.34000015258789,0
165,1928-08-27,20.3799991607666,20.3799991607666,20.3799991607666,20.3799991607666,0
166,1928-08-28,20.540000915527344,20.540000915527344,20.540000915527344,20.540000915527344,0
167,1928-08-29,20.579999923706055,20.579999923706055,20.579999923706055,20.579999923706055,0
168,1928-08-30,20.610000610351562,20.610000610351562,20.610000610351562,20.610000610351562,0
169,1928-08-31,20.8700008392334,20.8700008392334,20.8700008392334,20.8700008392334,0
170,1928-09-04,20.969999313354492,20.969999313354492,20.969999313354492,20.969999313354492,0
